id,project_id,month,cumulative_expenditure_cr,physical_progress_pct,reported_issues
5145,PRJ_0155,2021-03-01,481.81,75.35,subcontractor dispute
5146,PRJ_0155,2021-04-01,431.34,76.48,none
5147,PRJ_0155,2021-05-01,479.03,78.09,
5148,PRJ_0155,2021-06-01,512.88,82.21,none
5149,PRJ_0155,2021-07-01,515.64,82.9,none
5150,PRJ_0155,2021-08-01,509.06,86.57,none
5151,PRJ_0155,2021-09-01,504.01,87.73,none
5152,PRJ_0155,2021-10-01,561.01,88.9,raw material supply shortage
5153,PRJ_0155,2021-10-01,566.01,90.15,none
5154,PRJ_0155,2021-12-01,531.93,92.04,none
5155,PRJ_0156,2022-10-01,40.05,4.24,none
5156,PRJ_0156,2022-10-01,69.04,7.11,none
5157,PRJ_0156,2022-11-01,107.6,10.98,none
5158,PRJ_0156,2022-12-01,125.36,12.54,none
5159,PRJ_0156,2023-01-01,144.78,15.0,design change approval pending
5160,PRJ_0156,2023-03-01,191.23,19.13,law and order issue
5161,PRJ_0156,2023-04-01,219.3,22.41,none
5162,PRJ_0156,2023-05-01,241.76,23.75,subcontractor dispute
5163,PRJ_0156,2023-06-01,279.73,28.18,none
5164,PRJ_0156,2023-07-01,354.88,34.21,monsoon disruption
5165,PRJ_0156,2023-08-01,437.0,43.01,none
5166,PRJ_0156,2023-08-01,493.18,48.27,monsoon disruption
5167,PRJ_0156,2023-10-01,570.58,52.98,none
5168,PRJ_0156,2023-10-01,639.7,60.46,
5169,PRJ_0156,2023-12-01,654.44,63.75,none
5170,PRJ_0156,2023-12-01,696.59,68.74,none
5171,PRJ_0156,2024-01-01,793.67,74.59,none
5172,PRJ_0156,2024-03-01,812.67,80.5,equipment procurement delay
5173,PRJ_0156,2024-03-01,861.97,80.71,none
5174,PRJ_0157,2022-11-01,28.35,4.72,none
5175,PRJ_0157,2022-12-01,43.16,7.82,none
5176,PRJ_0157,2022-12-01,45.39,7.82,none
5177,PRJ_0157,2023-01-01,45.64,7.82,none
5178,PRJ_0157,2023-03-01,42.62,7.83,none
5179,PRJ_0157,2023-04-01,65.34,11.88,none
5180,PRJ_0157,2023-05-01,76.4,14.18,none
5181,PRJ_0157,2023-06-01,86.15,14.18,law and order issue
5182,PRJ_0157,2023-07-01,95.62,16.32,none
5183,PRJ_0157,2023-08-01,101.63,17.55,none
5184,PRJ_0157,2023-09-01,123.71,22.19,none
5185,PRJ_0157,2023-10-01,146.34,25.29,none
5186,PRJ_0157,2023-11-01,152.17,26.45,subcontractor dispute
5187,PRJ_0157,2023-12-01,165.79,30.33,none
5188,PRJ_0157,2024-01-01,184.45,32.96,none
5189,PRJ_0157,2024-01-01,215.18,36.46,none
5190,PRJ_0157,2024-03-01,243.91,40.43,none
5191,PRJ_0157,2024-04-01,245.34,43.43,none
5192,PRJ_0157,2024-05-01,291.28,49.23,none
5193,PRJ_0157,2024-06-01,288.98,52.11,equipment procurement delay
5194,PRJ_0157,2024-07-01,315.96,55.34,law and order issue
5195,PRJ_0157,2024-08-01,352.87,61.5,none
5196,PRJ_0157,2024-08-01,389.04,64.68,raw material supply shortage
5197,PRJ_0157,2024-10-01,390.44,66.01,none
5198,PRJ_0157,2024-10-01,440.24,71.34,none
5199,PRJ_0157,2024-11-01,413.37,71.75,none
5200,PRJ_0157,2024-12-01,417.28,75.36,subcontractor dispute
5201,PRJ_0157,2025-01-01,486.48,79.11,none
5202,PRJ_0157,2025-03-01,489.28,80.7,none
5203,PRJ_0157,2025-04-01,485.82,83.93,fund release delay
5204,PRJ_0157,2025-05-01,507.35,84.0,none
5205,PRJ_0157,2025-06-01,533.98,88.67,subcontractor dispute
5206,PRJ_0157,2025-07-01,502.61,88.67,law and order issue
5207,PRJ_0157,2025-08-01,526.27,88.67,none
5208,PRJ_0157,2025-08-01,517.46,92.59,none
5209,PRJ_0157,2025-10-01,557.03,94.03,none
5210,PRJ_0158,2016-09-01,2.9,1.11,utility shifting pending
5211,PRJ_0158,2016-10-01,5.1,1.9,forest clearance delayed; design change approval pending
5212,PRJ_0158,2016-10-01,6.14,2.47,land acquisition delay; fund release delay
5213,PRJ_0158,2016-12-01,7.01,2.69,right of way (RoW) dispute
5214,PRJ_0158,2016-12-01,7.58,2.93,environmental clearance pending
5215,PRJ_0158,2017-01-01,8.81,3.19,land acquisition delay
5216,PRJ_0158,2017-03-01,9.6,3.47,contractor mobilization pending
5217,PRJ_0158,2017-04-01,10.14,3.77,land acquisition delay
5218,PRJ_0158,2017-05-01,10.96,4.1,
5219,PRJ_0158,2017-06-01,11.73,4.45,land acquisition delay; subcontractor dispute
5220,PRJ_0158,2017-07-01,13.14,4.83,contractor mobilization pending; raw material supply shortage
5221,PRJ_0158,2017-08-01,14.06,5.15,forest clearance delayed; subcontractor dispute
5222,PRJ_0158,2017-09-01,35.03,13.84,monsoon disruption
5223,PRJ_0158,2017-10-01,43.6,16.83,raw material supply shortage
5224,PRJ_0158,2017-11-01,45.16,17.82,none
5225,PRJ_0158,2017-12-01,46.55,17.82,none
5226,PRJ_0158,2018-01-01,48.09,17.82,none
5227,PRJ_0158,2018-01-01,51.58,19.88,none
5228,PRJ_0158,2018-03-01,52.57,20.68,none
5229,PRJ_0158,2018-04-01,62.67,25.1,none
5230,PRJ_0158,2018-05-01,72.39,26.29,design change approval pending
5231,PRJ_0158,2018-06-01,76.69,28.22,
5232,PRJ_0158,2018-07-01,71.4,28.22,none
5233,PRJ_0158,2018-08-01,88.38,32.91,none
5234,PRJ_0158,2018-09-01,105.33,33.91,none
5235,PRJ_0158,2018-10-01,100.53,35.09,equipment procurement delay
5236,PRJ_0158,2018-11-01,120.46,38.71,none
5237,PRJ_0158,2018-12-01,126.8,39.65,monsoon disruption
5238,PRJ_0158,2019-01-01,122.45,41.34,subcontractor dispute
5239,PRJ_0158,2019-01-01,144.48,45.75,none
5240,PRJ_0158,2019-03-01,135.06,46.6,
5241,PRJ_0158,2019-04-01,148.05,47.71,raw material supply shortage
5242,PRJ_0158,2019-05-01,160.86,50.69,subcontractor dispute
5243,PRJ_0158,2019-06-01,174.7,55.26,none
5244,PRJ_0158,2019-07-01,174.33,55.26,
5245,PRJ_0158,2019-08-01,167.21,57.41,fund release delay
5246,PRJ_0158,2019-09-01,174.98,58.37,fund release delay
5247,PRJ_0158,2019-10-01,188.31,64.04,none
5248,PRJ_0158,2019-11-01,206.55,64.04,design change approval pending
5249,PRJ_0158,2019-12-01,204.2,64.75,none
5250,PRJ_0158,2020-01-01,194.48,67.95,none
5251,PRJ_0158,2020-01-01,209.77,72.29,fund release delay
5252,PRJ_0158,2020-03-01,214.77,72.7,
5253,PRJ_0158,2020-04-01,208.42,72.7,subcontractor dispute
5254,PRJ_0158,2020-05-01,214.15,74.48,none
5255,PRJ_0158,2020-06-01,239.01,78.71,none
5256,PRJ_0158,2020-07-01,236.95,78.71,none
5257,PRJ_0158,2020-08-01,263.93,82.42,none
5258,PRJ_0159,2020-05-01,12.1,4.86,none
5259,PRJ_0159,2020-05-01,16.55,7.12,equipment procurement delay
5260,PRJ_0159,2020-06-01,16.76,7.37,subcontractor dispute
5261,PRJ_0159,2020-07-01,16.95,7.37,none
5262,PRJ_0159,2020-08-01,16.53,7.52,fund release delay
5263,PRJ_0159,2020-09-01,23.01,10.0,none
5264,PRJ_0159,2020-10-01,22.16,10.0,none
5265,PRJ_0159,2020-11-01,24.61,10.0,none
5266,PRJ_0159,2020-12-01,30.17,12.17,none
5267,PRJ_0159,2021-01-01,34.35,14.9,
5268,PRJ_0159,2021-03-01,36.52,14.9,none
5269,PRJ_0159,2021-03-01,42.63,17.56,none
5270,PRJ_0159,2021-05-01,45.11,18.23,none
5271,PRJ_0159,2021-05-01,43.95,18.23,fund release delay
5272,PRJ_0159,2021-07-01,53.07,21.7,none
5273,PRJ_0159,2021-07-01,50.74,21.7,none
5274,PRJ_0159,2021-08-01,52.38,22.71,none
5275,PRJ_0159,2021-09-01,62.48,27.81,none
5276,PRJ_0159,2021-10-01,64.8,27.81,none
5277,PRJ_0159,2021-11-01,74.55,31.08,subcontractor dispute
5278,PRJ_0159,2021-12-01,72.79,31.85,none
5279,PRJ_0159,2022-01-01,82.13,34.38,raw material supply shortage
5280,PRJ_0160,2016-08-01,260.3,4.57,none
5281,PRJ_0160,2016-08-01,277.89,4.93,equipment procurement delay
5282,PRJ_0160,2016-09-01,442.51,7.51,none
5283,PRJ_0160,2016-10-01,410.64,7.51,equipment procurement delay
5284,PRJ_0160,2016-11-01,453.66,7.7,none
5285,PRJ_0160,2016-12-01,543.02,10.26,
5286,PRJ_0160,2017-01-01,572.8,10.26,none
5287,PRJ_0160,2017-03-01,561.79,10.26,none
5288,PRJ_0160,2017-04-01,583.11,10.26,none
5289,PRJ_0160,2017-05-01,860.91,14.49,equipment procurement delay
5290,PRJ_0160,2017-06-01,819.68,14.49,
5291,PRJ_0160,2017-07-01,886.63,16.69,none
5292,PRJ_0160,2017-08-01,963.93,17.46,none
5293,PRJ_0160,2017-08-01,963.17,17.46,none
5294,PRJ_0160,2017-10-01,1042.1,18.2,raw material supply shortage
5295,PRJ_0160,2017-10-01,1126.74,20.67,law and order issue
5296,PRJ_0160,2017-12-01,1287.49,22.02,none
5297,PRJ_0160,2017-12-01,1437.04,25.49,none
5298,PRJ_0160,2018-01-01,1539.53,27.88,none
5299,PRJ_0160,2018-03-01,1706.34,28.56,none
5300,PRJ_0160,2018-04-01,1682.09,30.59,none
5301,PRJ_0160,2018-05-01,1968.57,35.3,none
5302,PRJ_0160,2018-06-01,2087.42,36.15,none
5303,PRJ_0160,2018-07-01,2333.79,39.24,none
5304,PRJ_0160,2018-08-01,2509.21,42.53,none
5305,PRJ_0160,2018-08-01,2566.8,45.52,none
5306,PRJ_0160,2018-10-01,2678.54,46.61,none
5307,PRJ_0160,2018-10-01,3028.88,49.23,none
5308,PRJ_0160,2018-12-01,2989.83,53.93,none
5309,PRJ_0160,2018-12-01,2941.07,53.93,none
5310,PRJ_0160,2019-01-01,3135.43,56.94,none
5311,PRJ_0160,2019-03-01,3676.8,60.69,none
5312,PRJ_0160,2019-04-01,3573.98,64.03,monsoon disruption
5313,PRJ_0160,2019-05-01,3777.19,65.14,none
5314,PRJ_0160,2019-06-01,4180.25,69.16,none
5315,PRJ_0160,2019-07-01,4167.0,71.85,none
5316,PRJ_0160,2019-08-01,4028.34,73.18,none
5317,PRJ_0160,2019-09-01,4190.68,74.75,law and order issue
5318,PRJ_0160,2019-10-01,4489.84,76.2,none
5319,PRJ_0161,2020-07-01,19.4,6.25,none
5320,PRJ_0161,2020-07-01,24.43,8.45,none
5321,PRJ_0161,2020-08-01,30.71,10.07,law and order issue
5322,PRJ_0161,2020-09-01,40.32,13.3,none
5323,PRJ_0161,2020-10-01,52.82,16.99,none
5324,PRJ_0161,2020-11-01,57.5,19.55,law and order issue
5325,PRJ_0161,2020-12-01,74.69,24.18,none
5326,PRJ_0161,2021-01-01,84.11,26.66,none
5327,PRJ_0161,2021-03-01,97.51,32.98,
5328,PRJ_0161,2021-03-01,119.78,41.83,none
5329,PRJ_0161,2021-05-01,131.94,46.65,none
5330,PRJ_0161,2021-05-01,149.75,52.84,none
5331,PRJ_0161,2021-07-01,171.91,59.11,none
5332,PRJ_0161,2021-07-01,212.88,67.72,none
5333,PRJ_0161,2021-08-01,212.37,69.82,none
5334,PRJ_0161,2021-09-01,207.23,74.59,
5335,PRJ_0161,2021-10-01,248.06,79.19,none
5336,PRJ_0161,2021-11-01,245.0,86.26,none
5337,PRJ_0161,2021-12-01,246.53,86.26,none
5338,PRJ_0161,2022-01-01,269.15,90.24,none
5339,PRJ_0161,2022-03-01,278.31,91.15,none
5340,PRJ_0161,2022-04-01,290.32,93.17,none
5341,PRJ_0162,2020-07-01,21.87,4.89,none
5342,PRJ_0162,2020-07-01,20.33,5.1,monsoon disruption
5343,PRJ_0162,2020-08-01,32.16,7.31,none
5344,PRJ_0162,2020-09-01,43.65,9.78,none
5345,PRJ_0162,2020-10-01,41.03,10.21,none
5346,PRJ_0162,2020-11-01,52.59,11.99,none
5347,PRJ_0162,2020-12-01,48.65,11.99,none
5348,PRJ_0162,2021-01-01,57.69,13.46,none
5349,PRJ_0162,2021-03-01,83.05,19.19,none
5350,PRJ_0162,2021-03-01,88.2,22.06,none
5351,PRJ_0162,2021-05-01,107.81,24.47,subcontractor dispute
5352,PRJ_0162,2021-05-01,112.76,25.1,none
5353,PRJ_0162,2021-07-01,125.48,28.22,none
5354,PRJ_0162,2021-07-01,148.97,34.05,none
5355,PRJ_0162,2021-08-01,146.79,36.43,none
5356,PRJ_0162,2021-09-01,178.7,40.13,none
5357,PRJ_0162,2021-10-01,211.44,45.12,none
5358,PRJ_0162,2021-11-01,211.1,49.62,none
5359,PRJ_0162,2021-12-01,255.16,53.26,
5360,PRJ_0162,2022-01-01,247.22,57.21,none
5361,PRJ_0162,2022-03-01,248.31,58.32,none
5362,PRJ_0162,2022-04-01,296.7,64.34,
5363,PRJ_0162,2022-05-01,310.79,69.42,none
5364,PRJ_0162,2022-06-01,323.79,70.26,none
5365,PRJ_0162,2022-07-01,361.45,75.46,subcontractor dispute
5366,PRJ_0162,2022-07-01,352.07,78.35,none
5367,PRJ_0162,2022-08-01,381.4,80.41,subcontractor dispute
5368,PRJ_0162,2022-09-01,359.86,82.32,none
5369,PRJ_0162,2022-10-01,353.54,83.27,none
5370,PRJ_0162,2022-11-01,376.97,87.46,none
5371,PRJ_0163,2022-08-01,6.33,4.4,none
5372,PRJ_0163,2022-08-01,11.42,7.32,law and order issue
5373,PRJ_0163,2022-09-01,10.52,7.32,none
5374,PRJ_0163,2022-10-01,13.72,8.81,none
5375,PRJ_0163,2022-11-01,13.76,8.81,none
5376,PRJ_0163,2022-12-01,14.73,9.34,design change approval pending
5377,PRJ_0163,2023-01-01,14.09,9.34,none
5378,PRJ_0163,2023-03-01,15.0,9.34,none
5379,PRJ_0163,2023-04-01,16.58,11.32,none
5380,PRJ_0163,2023-05-01,21.81,13.6,none
5381,PRJ_0163,2023-06-01,23.88,14.97,
5382,PRJ_0163,2023-07-01,23.83,16.18,none
5383,PRJ_0163,2023-08-01,26.67,16.82,none
5384,PRJ_0163,2023-08-01,24.29,16.82,none
5385,PRJ_0163,2023-10-01,29.89,20.16,none
5386,PRJ_0163,2023-10-01,30.33,21.27,none
5387,PRJ_0163,2023-12-01,32.24,21.27,none
5388,PRJ_0163,2023-12-01,34.47,22.1,none
5389,PRJ_0163,2024-01-01,36.35,25.24,none
5390,PRJ_0163,2024-03-01,36.41,25.54,none
5391,PRJ_0163,2024-03-01,41.49,27.65,none
5392,PRJ_0163,2024-05-01,42.05,30.67,raw material supply shortage
5393,PRJ_0163,2024-05-01,45.39,33.12,none
5394,PRJ_0163,2024-07-01,47.47,33.95,none
5395,PRJ_0163,2024-07-01,59.77,39.19,none
5396,PRJ_0163,2024-08-01,58.66,41.44,none
5397,PRJ_0163,2024-09-01,60.62,41.65,none
5398,PRJ_0163,2024-10-01,70.58,45.9,none
5399,PRJ_0163,2024-11-01,62.73,46.03,law and order issue
5400,PRJ_0163,2024-12-01,76.57,50.78,none
5401,PRJ_0163,2025-01-01,79.71,53.88,none
5402,PRJ_0163,2025-03-01,82.27,56.8,
5403,PRJ_0163,2025-04-01,90.6,59.1,fund release delay
5404,PRJ_0163,2025-05-01,86.45,61.26,none
5405,PRJ_0163,2025-05-01,89.15,61.26,none
5406,PRJ_0163,2025-07-01,97.62,64.38,none
5407,PRJ_0163,2025-07-01,91.41,65.22,none
5408,PRJ_0163,2025-08-01,95.99,70.0,none
5409,PRJ_0163,2025-09-01,100.32,70.38,
5410,PRJ_0164,2019-11-01,29.85,5.08,none
5411,PRJ_0164,2019-12-01,28.78,5.08,none
5412,PRJ_0164,2019-12-01,36.77,6.4,none
5413,PRJ_0164,2020-01-01,39.4,6.44,none
5414,PRJ_0164,2020-03-01,38.44,6.63,subcontractor dispute
5415,PRJ_0164,2020-04-01,59.74,9.34,none
5416,PRJ_0164,2020-05-01,54.01,9.34,none
5417,PRJ_0164,2020-06-01,66.59,11.7,none
5418,PRJ_0164,2020-07-01,71.84,12.68,none
5419,PRJ_0164,2020-07-01,78.12,13.24,subcontractor dispute
5420,PRJ_0164,2020-08-01,86.02,14.56,none
5421,PRJ_0164,2020-09-01,92.26,14.56,none
5422,PRJ_0164,2020-10-01,100.92,14.56,none
5423,PRJ_0164,2020-11-01,117.19,16.59,none
5424,PRJ_0164,2020-12-01,123.38,17.59,none
5425,PRJ_0164,2021-01-01,136.19,19.16,none
5426,PRJ_0164,2021-03-01,149.28,22.79,fund release delay
5427,PRJ_0164,2021-04-01,169.07,24.17,none
5428,PRJ_0164,2021-05-01,164.44,24.17,none
5429,PRJ_0164,2021-06-01,171.5,24.55,
5430,PRJ_0164,2021-07-01,170.24,26.9,fund release delay
5431,PRJ_0164,2021-08-01,201.8,29.84,none
5432,PRJ_0164,2021-08-01,239.89,33.77,none
5433,PRJ_0165,2017-11-01,42.85,4.59,none
5434,PRJ_0165,2017-12-01,56.37,5.95,none
5435,PRJ_0165,2017-12-01,57.04,6.53,none
5436,PRJ_0165,2018-01-01,76.57,8.41,none
5437,PRJ_0165,2018-03-01,77.21,8.41,none
5438,PRJ_0165,2018-04-01,79.36,8.41,none
5439,PRJ_0165,2018-05-01,84.91,9.13,none
5440,PRJ_0165,2018-06-01,81.42,9.13,none
5441,PRJ_0165,2018-07-01,123.55,13.15,none
5442,PRJ_0165,2018-08-01,115.47,13.15,none
5443,PRJ_0165,2018-09-01,121.14,13.15,equipment procurement delay
5444,PRJ_0165,2018-10-01,146.62,15.72,none
5445,PRJ_0165,2018-11-01,151.12,16.08,none
5446,PRJ_0165,2018-12-01,148.23,17.23,none
5447,PRJ_0165,2019-01-01,184.35,19.28,law and order issue
5448,PRJ_0165,2019-01-01,199.38,21.84,none
5449,PRJ_0165,2019-03-01,219.44,23.01,none
5450,PRJ_0165,2019-04-01,220.75,23.98,law and order issue
5451,PRJ_0165,2019-05-01,276.99,28.13,none
5452,PRJ_0165,2019-06-01,263.44,28.13,none
5453,PRJ_0165,2019-07-01,270.3,30.08,equipment procurement delay
5454,PRJ_0165,2019-08-01,320.44,34.48,none
5455,PRJ_0165,2019-09-01,329.39,36.46,none
5456,PRJ_0165,2019-10-01,331.67,37.54,none
5457,PRJ_0165,2019-11-01,388.43,40.86,raw material supply shortage
5458,PRJ_0165,2019-12-01,379.66,42.81,none
5459,PRJ_0165,2020-01-01,388.66,43.69,none
5460,PRJ_0165,2020-01-01,445.32,46.57,none
5461,PRJ_0165,2020-03-01,479.68,50.26,none
5462,PRJ_0165,2020-04-01,482.16,52.78,none
5463,PRJ_0165,2020-05-01,485.62,54.13,none
5464,PRJ_0165,2020-06-01,564.26,59.09,equipment procurement delay
5465,PRJ_0165,2020-07-01,532.98,59.09,none
5466,PRJ_0165,2020-08-01,622.24,64.14,none
5467,PRJ_0166,2023-10-01,1.42,0.96,contractor mobilization pending
5468,PRJ_0166,2023-10-01,2.32,1.59,environmental clearance pending; law and order issue
5469,PRJ_0166,2023-11-01,2.98,1.9,forest clearance delayed
5470,PRJ_0166,2023-12-01,3.76,2.37,contractor mobilization pending
5471,PRJ_0166,2024-01-01,4.12,2.86,environmental clearance pending; law and order issue
5472,PRJ_0166,2024-03-01,4.9,3.1,
5473,PRJ_0166,2024-03-01,5.27,3.35,utility shifting pending
5474,PRJ_0166,2024-05-01,5.49,3.63,environmental clearance pending; subcontractor dispute
5475,PRJ_0166,2024-05-01,6.35,3.93,land acquisition delay
5476,PRJ_0166,2024-06-01,6.82,4.25,land acquisition delay; law and order issue
5477,PRJ_0166,2024-07-01,7.43,4.59,utility shifting pending
5478,PRJ_0166,2024-08-01,7.5,4.95,forest clearance delayed
5479,PRJ_0166,2024-09-01,20.41,13.81,none
5480,PRJ_0166,2024-10-01,19.99,13.81,none
5481,PRJ_0166,2024-11-01,20.84,13.96,none
5482,PRJ_0166,2024-12-01,27.37,17.73,law and order issue
5483,PRJ_0166,2025-01-01,28.21,17.73,subcontractor dispute
5484,PRJ_0166,2025-03-01,31.67,19.64,none
5485,PRJ_0166,2025-03-01,31.08,21.3,monsoon disruption
5486,PRJ_0166,2025-05-01,34.1,21.98,none
5487,PRJ_0166,2025-05-01,31.39,21.98,none
5488,PRJ_0166,2025-07-01,34.99,23.74,none
5489,PRJ_0166,2025-07-01,40.45,26.61,monsoon disruption
5490,PRJ_0166,2025-08-01,42.32,27.19,none
5491,PRJ_0166,2025-09-01,63.8,30.83,none
5492,PRJ_0166,2025-10-01,61.98,30.83,none
5493,PRJ_0166,2025-11-01,68.7,33.82,none
5494,PRJ_0166,2025-12-01,77.21,35.74,raw material supply shortage
5495,PRJ_0166,2026-01-01,78.93,38.46,none
5496,PRJ_0166,2026-03-01,85.65,39.72,fund release delay
5497,PRJ_0166,2026-04-01,96.31,43.89,none
5498,PRJ_0166,2026-05-01,93.54,44.8,law and order issue
5499,PRJ_0166,2026-06-01,102.97,46.2,none
5500,PRJ_0166,2026-07-01,106.3,47.07,none
5501,PRJ_0166,2026-07-01,112.52,51.74,none
5502,PRJ_0166,2026-08-01,111.46,51.74,none
5503,PRJ_0166,2026-09-01,111.7,55.35,none
5504,PRJ_0166,2026-10-01,126.45,56.66,none
5505,PRJ_0166,2026-11-01,125.82,59.86,subcontractor dispute
5506,PRJ_0166,2026-12-01,131.07,60.02,none
5507,PRJ_0166,2027-01-01,139.26,64.58,none
5508,PRJ_0166,2027-03-01,138.64,65.79,law and order issue
5509,PRJ_0166,2027-04-01,139.7,68.05,none
5510,PRJ_0166,2027-05-01,153.31,71.32,none
5511,PRJ_0166,2027-06-01,150.61,71.32,
5512,PRJ_0166,2027-07-01,151.13,74.33,
5513,PRJ_0166,2027-08-01,161.61,74.33,design change approval pending
5514,PRJ_0166,2027-08-01,166.81,75.65,none
5515,PRJ_0167,2016-05-01,5.48,0.71,contractor mobilization pending
5516,PRJ_0167,2016-05-01,13.96,1.89,right of way (RoW) dispute
5517,PRJ_0167,2016-06-01,16.83,2.32,environmental clearance pending
5518,PRJ_0167,2016-07-01,17.16,2.49,environmental clearance pending; monsoon disruption
5519,PRJ_0167,2016-08-01,18.27,2.66,forest clearance delayed
5520,PRJ_0167,2016-09-01,19.82,2.84,contractor mobilization pending
5521,PRJ_0167,2016-10-01,22.81,3.03,forest clearance delayed
5522,PRJ_0167,2016-11-01,23.04,3.24,contractor mobilization pending
5523,PRJ_0167,2016-12-01,25.29,3.46,land acquisition delay
5524,PRJ_0167,2017-01-01,27.19,3.69,utility shifting pending
5525,PRJ_0167,2017-03-01,27.19,3.94,environmental clearance pending
5526,PRJ_0167,2017-03-01,30.4,4.2,land acquisition delay
5527,PRJ_0167,2017-05-01,98.16,13.06,fund release delay
5528,PRJ_0167,2017-05-01,96.03,13.51,none
5529,PRJ_0167,2017-07-01,101.06,14.66,none
5530,PRJ_0167,2017-07-01,111.32,14.66,none
5531,PRJ_0167,2017-08-01,110.6,16.07,equipment procurement delay
5532,PRJ_0167,2017-09-01,109.74,16.07,none
5533,PRJ_0167,2017-10-01,112.37,16.07,none
5534,PRJ_0167,2017-11-01,141.56,19.08,none
5535,PRJ_0167,2017-12-01,145.58,19.36,none
5536,PRJ_0167,2018-01-01,146.8,19.47,monsoon disruption
5537,PRJ_0167,2018-03-01,147.84,20.85,
5538,PRJ_0167,2018-04-01,159.74,21.9,none
5539,PRJ_0167,2018-05-01,252.0,24.19,none
5540,PRJ_0167,2018-05-01,245.36,24.19,fund release delay
5541,PRJ_0167,2018-07-01,245.77,24.19,none
5542,PRJ_0167,2018-07-01,243.58,26.38,none
5543,PRJ_0167,2018-08-01,276.35,27.77,none
5544,PRJ_0167,2018-09-01,292.46,28.27,none
5545,PRJ_0167,2018-10-01,306.64,29.62,none
5546,PRJ_0167,2018-11-01,323.36,33.69,none
5547,PRJ_0167,2018-12-01,344.11,34.02,none
5548,PRJ_0167,2019-01-01,366.02,36.5,none
5549,PRJ_0167,2019-03-01,365.52,37.31,raw material supply shortage
5550,PRJ_0167,2019-04-01,391.44,41.41,raw material supply shortage
5551,PRJ_0167,2019-05-01,395.49,41.41,none
5552,PRJ_0167,2019-06-01,446.03,43.97,law and order issue
5553,PRJ_0167,2019-07-01,408.31,43.97,none
5554,PRJ_0167,2019-08-01,432.39,44.48,none
5555,PRJ_0167,2019-08-01,498.99,47.86,none
5556,PRJ_0167,2019-09-01,474.16,49.88,none
5557,PRJ_0167,2019-10-01,522.88,53.35,none
5558,PRJ_0167,2019-11-01,502.05,53.96,none
5559,PRJ_0167,2019-12-01,569.03,54.87,none
5560,PRJ_0167,2020-01-01,552.48,57.45,none
5561,PRJ_0167,2020-03-01,612.86,59.34,none
5562,PRJ_0167,2020-03-01,585.68,59.65,none
5563,PRJ_0168,2017-01-01,8.21,4.94,none
5564,PRJ_0168,2017-01-01,11.78,7.18,equipment procurement delay
5565,PRJ_0168,2017-03-01,11.74,7.18,none
5566,PRJ_0168,2017-04-01,12.96,7.18,
5567,PRJ_0168,2017-05-01,17.69,9.8,monsoon disruption
5568,PRJ_0168,2017-06-01,17.56,10.2,none
5569,PRJ_0168,2017-07-01,21.58,12.22,monsoon disruption
5570,PRJ_0168,2017-08-01,26.78,16.55,design change approval pending
5571,PRJ_0168,2017-09-01,31.56,19.29,none
5572,PRJ_0168,2017-10-01,37.22,20.58,equipment procurement delay
5573,PRJ_0168,2017-11-01,43.96,24.39,raw material supply shortage
5574,PRJ_0168,2017-12-01,40.77,25.22,monsoon disruption
5575,PRJ_0168,2018-01-01,47.39,27.83,none
5576,PRJ_0168,2018-01-01,54.81,33.7,none
5577,PRJ_0168,2018-03-01,61.28,36.82,equipment procurement delay
5578,PRJ_0168,2018-04-01,68.43,39.37,
5579,PRJ_0168,2018-05-01,77.6,43.82,none
5580,PRJ_0168,2018-06-01,92.91,46.6,none
5581,PRJ_0168,2018-07-01,92.87,50.28,none
5582,PRJ_0168,2018-08-01,113.92,56.68,none
5583,PRJ_0168,2018-09-01,110.93,59.01,monsoon disruption
5584,PRJ_0168,2018-10-01,118.43,63.97,none
5585,PRJ_0168,2018-11-01,136.74,68.72,none
5586,PRJ_0168,2018-12-01,133.01,69.51,none
5587,PRJ_0168,2019-01-01,141.65,75.25,none
5588,PRJ_0168,2019-01-01,140.71,77.67,none
5589,PRJ_0168,2019-03-01,147.52,80.31,none
5590,PRJ_0168,2019-04-01,157.89,83.68,design change approval pending
5591,PRJ_0168,2019-05-01,167.95,83.71,none
5592,PRJ_0168,2019-06-01,160.84,84.79,none
5593,PRJ_0168,2019-07-01,164.21,87.84,design change approval pending
5594,PRJ_0168,2019-08-01,181.69,91.57,none
5595,PRJ_0168,2019-09-01,180.88,91.57,none
5596,PRJ_0168,2019-10-01,187.2,92.62,none
5597,PRJ_0168,2019-11-01,180.11,92.81,law and order issue
5598,PRJ_0169,2020-10-01,7.46,4.62,raw material supply shortage
5599,PRJ_0169,2020-10-01,13.4,8.32,none
5600,PRJ_0169,2020-11-01,15.08,9.17,none
5601,PRJ_0169,2020-12-01,14.66,9.17,none
5602,PRJ_0169,2021-01-01,14.54,9.17,none
5603,PRJ_0169,2021-03-01,18.14,11.15,design change approval pending
5604,PRJ_0169,2021-04-01,22.31,14.3,none
5605,PRJ_0169,2021-05-01,25.99,15.48,none
5606,PRJ_0169,2021-06-01,25.53,17.18,none
5607,PRJ_0169,2021-07-01,34.35,20.53,none
5608,PRJ_0169,2021-08-01,42.84,26.62,none
5609,PRJ_0169,2021-08-01,44.92,29.55,none
5610,PRJ_0169,2021-10-01,50.46,33.51,none
5611,PRJ_0169,2021-10-01,50.75,33.84,none
