project_id,project_name,ministry,sector,implementing_agency,state,latitude,longitude,approval_date,original_cost_cr,revised_cost_cr,approved_completion_date,revised_completion_date,cumulative_expenditure_cr,num_milestones,milestones_completed,milestones_delayed,status
PRJ_0282,Roads Infrastructure Development at Gujarat Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Gujarat,21.7224,71.5136,2020-11-01,201.16,308.18,2024-05-02,2025-12-01,208.61,8,5,2,Delayed
PRJ_0283,Roads Infrastructure Development at Nagaland Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Nagaland,26.3107,93.9841,2021-07-01,500.7,531.74,2024-10-30,2026-05-31,488.37,22,19,0,Delayed
PRJ_0284,Roads Infrastructure Development at Nagaland Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Nagaland,26.5001,94.5992,2018-12-01,150.0,150.75,2021-06-01,2021-09-30,68.8,18,7,0,Delayed
PRJ_0285,Roads Infrastructure Development at Uttar Pradesh Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Uttar Pradesh,26.7697,80.9901,2019-06-01,287.21,423.35,2024-04-30,2025-07-30,285.21,8,5,1,Delayed
PRJ_0286,Roads Infrastructure Development at Bihar Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Bihar,24.5504,84.9553,2016-10-01,150.0,210.0,2019-06-02,2021-10-31,178.98,15,12,3,Delayed
PRJ_0287,Railways Infrastructure Development at Gujarat Section Pkg-9,Ministry of Railways,Railways,RVNL,Gujarat,22.6243,70.801,2022-08-01,3932.06,5371.19,2027-08-01,2029-03-01,2308.11,15,6,5,Delayed
PRJ_0288,Power Infrastructure Development at Andhra Pradesh Section Pkg-1,Ministry of Power,Power Transmission & Generation,SJVN,Andhra Pradesh,15.8402,80.0818,2020-07-01,707.61,777.66,2024-08-30,2024-12-29,379.1,18,8,1,Delayed
PRJ_0289,Roads Infrastructure Development at Chhattisgarh Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Chhattisgarh,21.6906,81.2988,2021-04-01,781.17,933.5,2024-05-01,2025-10-30,736.23,8,6,1,Delayed
PRJ_0290,Roads Infrastructure Development at Karnataka Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Karnataka,15.1674,75.2478,2017-05-01,312.87,385.77,2019-01-30,2022-03-01,95.25,17,4,5,Stalled
PRJ_0291,Coal Infrastructure Development at Uttar Pradesh Section Pkg-4,Ministry of Coal,Coal Mining,MCL,Uttar Pradesh,27.0944,80.8466,2017-06-01,1209.77,1429.95,2019-12-31,2020-01-30,1143.67,22,17,0,Delayed
PRJ_0292,Roads Infrastructure Development at Maharashtra Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Maharashtra,19.3056,75.5453,2018-02-01,616.64,749.22,2022-04-02,2023-08-02,233.32,16,4,5,Delayed
PRJ_0293,Power Infrastructure Development at Chhattisgarh Section Pkg-6,Ministry of Power,Power Transmission & Generation,THDC,Chhattisgarh,,82.3594,2018-07-01,599.86,732.43,2022-08-30,2024-09-28,172.96,10,2,7,Stalled
PRJ_0294,Railways Infrastructure Development at Tamil Nadu Section Pkg-7,Ministry of Railways,Railways,IRCON,Tamil Nadu,10.9347,78.4912,2018-05-01,846.39,829.46,2019-10-30,2020-06-29,829.46,19,17,2,Delayed
PRJ_0295,Roads Infrastructure Development at Maharashtra Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Maharashtra,19.8762,75.9463,2019-06-01,429.88,469.43,2021-06-30,2021-09-29,469.41,14,13,1,Delayed
PRJ_0296,Roads Infrastructure Development at Gujarat Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Gujarat,22.3135,70.9911,2016-10-01,939.49,1111.42,2020-05-01,2021-01-29,1052.8,14,12,2,Delayed
PRJ_0297,Roads Infrastructure Development at Odisha Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Odisha,21.0907,,2016-11-01,1426.52,2072.73,2020-02-01,2022-06-02,1632.88,12,9,2,Delayed
PRJ_0298,Petroleum Infrastructure Development at Madhya Pradesh Section Pkg-2,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,NRL,Madhya Pradesh,22.6664,79.0339,2020-12-01,227.04,282.21,2025-04-01,2026-08-31,142.28,21,10,8,Delayed
PRJ_0299,Roads Infrastructure Development at Uttarakhand Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttarakhand,30.219,79.0245,2020-10-01,840.85,834.12,2022-06-01,2022-07-31,762.36,21,19,1,Ongoing
PRJ_0300,Petroleum Infrastructure Development at Bihar Section Pkg-4,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,GAIL,Bihar,25.6287,85.1224,2022-08-01,470.21,540.74,2024-05-31,2024-09-29,248.2,14,6,2,Delayed
PRJ_0301,Power Infrastructure Development at Manipur Section Pkg-5,Ministry of Power,Power Transmission & Generation,THDC,Manipur,25.2117,,2017-02-01,150.0,178.05,2019-04-03,2019-08-02,110.39,10,6,0,Delayed
PRJ_0302,Roads Infrastructure Development at Chhattisgarh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Chhattisgarh,21.4784,82.0716,2018-01-01,214.56,215.85,2020-08-01,2020-08-31,214.61,23,21,0,Ongoing
PRJ_0303,Roads Infrastructure Development at Jharkhand Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Jharkhand,24.2064,,2016-07-01,337.64,412.93,2019-05-01,2021-04-30,391.31,24,21,3,Delayed
PRJ_0304,Roads Infrastructure Development at Andhra Pradesh Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Andhra Pradesh,16.3651,79.6131,2020-04-01,150.0,158.4,2023-05-02,2023-07-01,134.84,16,13,0,Ongoing
PRJ_0305,Roads Infrastructure Development at Maharashtra Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Maharashtra,19.4307,75.9087,2022-09-01,4600.51,5129.57,2025-12-31,2027-08-31,3620.81,19,13,1,Delayed
PRJ_0306,Water Infrastructure Development at Madhya Pradesh Section Pkg-1,"Department of Water Resources, River Development & GR",Water & Sanitation,Water Resources Dept,Madhya Pradesh,23.0248,79.0056,2018-09-01,690.8,659.02,2020-03-01,2020-05-31,633.29,16,14,0,Ongoing
PRJ_0307,Petroleum Infrastructure Development at Nagaland Section Pkg-2,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,HPCL,Nagaland,26.4779,94.6525,2018-10-01,861.57,967.54,2020-10-30,2020-12-29,860.03,21,19,2,Delayed
PRJ_0308,Railways Infrastructure Development at Punjab Section Pkg-3,Ministry of Railways,Railways,IRCON,Punjab,30.7158,74.8891,2019-07-01,280.71,327.59,2023-10-30,2025-07-30,224.91,6,4,1,Delayed
PRJ_0309,Roads Infrastructure Development at Andhra Pradesh Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Andhra Pradesh,16.329,79.8252,2020-01-01,203.29,261.84,2024-08-31,2026-09-30,169.54,8,5,1,Delayed
PRJ_0310,Roads Infrastructure Development at Jharkhand Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Jharkhand,23.6172,85.4535,2023-09-01,1713.81,1835.49,2026-05-02,2026-08-31,1082.89,16,8,1,Delayed
PRJ_0311,Coal Infrastructure Development at Assam Section Pkg-6,Ministry of Coal,Coal Mining,SCCL,Assam,26.0858,92.9309,2020-06-01,396.29,524.29,2023-12-31,2027-08-31,309.89,15,8,1,Delayed
PRJ_0312,Roads Infrastructure Development at Delhi Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Delhi,28.2213,77.0649,2018-01-01,610.53,741.18,2022-11-01,2024-08-31,531.12,23,15,1,Delayed
PRJ_0313,Roads Infrastructure Development at Nagaland Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Nagaland,26.3292,95.0268,2017-08-01,329.15,337.05,2022-01-30,2022-03-01,251.08,24,18,0,Ongoing
PRJ_0314,Roads Infrastructure Development at West Bengal Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,West Bengal,23.4913,87.7676,2019-11-01,442.44,690.21,2024-05-01,2025-03-31,147.17,19,3,2,Delayed
PRJ_0315,Roads Infrastructure Development at Andhra Pradesh Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Andhra Pradesh,16.0227,79.873,2017-05-01,240.54,246.07,2022-05-01,2022-12-30,84.61,22,7,2,Delayed
PRJ_0316,Roads Infrastructure Development at Haryana Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Haryana,28.6568,76.6825,2018-06-01,750.3,895.11,2021-01-30,2024-05-01,695.11,18,13,5,Delayed
PRJ_0317,Roads Infrastructure Development at Madhya Pradesh Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Madhya Pradesh,22.5022,78.1145,2016-06-01,366.03,393.48,2019-10-31,2020-07-30,345.03,23,20,0,Delayed
PRJ_0318,Roads Infrastructure Development at Jharkhand Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Jharkhand,23.0377,84.8494,2021-12-01,915.45,926.44,2025-08-01,2025-08-01,396.47,8,3,0,Ongoing
PRJ_0319,Roads Infrastructure Development at Odisha Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Odisha,20.3586,85.1044,2020-10-01,182.48,253.65,2025-07-01,2027-01-30,111.24,24,9,8,Delayed
PRJ_0320,Roads Infrastructure Development at Sikkim Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Sikkim,27.3378,89.069,2016-04-01,493.79,645.88,2020-07-01,2022-01-30,317.31,19,8,5,Delayed
PRJ_0321,Railways Infrastructure Development at Uttar Pradesh Section Pkg-7,Ministry of Railways,Railways,Dedicated Freight Corridor Corp,Uttar Pradesh,27.3462,80.3593,2019-08-01,441.38,466.54,2022-10-31,2023-04-01,424.83,12,11,1,Delayed
PRJ_0322,Roads Infrastructure Development at Madhya Pradesh Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Madhya Pradesh,22.4874,78.14,2023-08-01,806.31,841.79,2027-11-30,2029-03-31,481.83,23,12,2,Delayed
PRJ_0323,Roads Infrastructure Development at Chhattisgarh Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Chhattisgarh,21.5615,82.4624,2019-01-01,345.41,393.42,2023-01-31,2026-03-02,90.16,14,3,5,Stalled
PRJ_0324,Airports Infrastructure Development at Rajasthan Section Pkg-1,Ministry of Civil Aviation,Airports & Aviation,Adani Airport Holdings,Rajasthan,27.1847,74.5047,2021-10-01,369.17,473.28,2023-10-01,2025-03-31,466.12,18,16,1,Delayed
PRJ_0325,Power Infrastructure Development at Uttar Pradesh Section Pkg-2,Ministry of Power,Power Transmission & Generation,NTPC,Uttar Pradesh,,81.3291,2022-02-01,444.28,549.13,2026-02-01,2028-03-02,286.53,14,7,5,Delayed
PRJ_0326,Roads Infrastructure Development at Telangana Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Telangana,18.0337,,2018-02-01,175.44,181.93,2021-08-02,2022-11-01,155.36,11,9,1,Delayed
PRJ_0327,Roads Infrastructure Development at Rajasthan Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Rajasthan,26.8796,74.534,2019-08-01,1490.6,1515.94,2021-05-31,2022-02-28,608.11,22,8,0,Delayed
PRJ_0328,Roads Infrastructure Development at Gujarat Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Gujarat,22.3393,70.8528,2020-09-01,374.04,431.27,2022-04-02,2023-12-01,417.59,22,19,1,Delayed
PRJ_0329,Roads Infrastructure Development at Arunachal Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Arunachal Pradesh,28.6255,94.431,2019-08-01,463.39,445.32,2023-05-01,2023-06-30,407.91,18,15,2,Ongoing
PRJ_0330,Roads Infrastructure Development at West Bengal Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHAI,West Bengal,22.9714,87.2605,2017-05-01,731.08,841.47,2021-05-01,2021-05-31,754.04,14,12,2,Delayed
PRJ_0331,Railways Infrastructure Development at Madhya Pradesh Section Pkg-8,Ministry of Railways,Railways,Central Railway,Madhya Pradesh,22.565,79.1716,2018-05-01,1723.52,1882.08,2021-05-31,2022-02-28,1577.7,20,16,2,Delayed
PRJ_0332,Petroleum Infrastructure Development at Jharkhand Section Pkg-9,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,GAIL,Jharkhand,23.2961,,2021-03-01,150.0,147.6,2025-03-01,2025-09-30,99.67,10,7,1,Delayed
PRJ_0333,Coal Infrastructure Development at Gujarat Section Pkg-1,Ministry of Coal,Coal Mining,MCL,Gujarat,22.5299,,2020-12-01,442.57,483.73,2025-12-01,2026-05-02,161.92,19,6,2,Delayed
PRJ_0334,Roads Infrastructure Development at Uttar Pradesh Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,26.818,81.0519,2022-06-01,817.51,811.79,2027-01-30,2027-01-30,539.29,19,12,1,Ongoing
PRJ_0335,Coal Infrastructure Development at Maharashtra Section Pkg-3,Ministry of Coal,Coal Mining,Coal India Ltd (CIL),Maharashtra,,75.4665,2020-02-01,1120.93,1208.36,2022-07-02,2022-08-31,448.37,8,2,1,Ongoing
PRJ_0336,Railways Infrastructure Development at Andhra Pradesh Section Pkg-4,Ministry of Railways,Railways,Central Railway,Andhra Pradesh,15.9667,80.2809,2018-08-01,598.25,763.37,2022-05-01,2024-01-30,220.68,23,6,16,Stalled
PRJ_0337,Railways Infrastructure Development at Assam Section Pkg-5,Ministry of Railways,Railways,RVNL,Assam,25.8683,92.6694,2017-04-01,581.81,686.54,2019-10-31,2020-12-30,422.11,11,6,1,Delayed
PRJ_0338,Roads Infrastructure Development at Jharkhand Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Jharkhand,23.2316,84.7557,2019-05-01,2326.01,2460.92,2021-11-29,2022-07-30,1719.21,6,4,1,Delayed
PRJ_0339,Roads Infrastructure Development at Meghalaya Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Meghalaya,25.3484,91.7567,2022-12-01,1290.97,1741.52,2026-12-01,2027-08-01,789.07,14,6,4,Delayed
PRJ_0340,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Jammu & Kashmir,33.4344,75.9964,2022-11-01,2799.99,3135.99,2024-12-31,2025-08-01,1461.08,10,4,1,Delayed
PRJ_0341,Power Infrastructure Development at Arunachal Pradesh Section Pkg-9,Ministry of Power,Power Transmission & Generation,NTPC,Arunachal Pradesh,28.3462,94.9161,2019-05-01,735.98,758.06,2023-07-31,2023-10-30,329.04,14,6,0,Ongoing
PRJ_0342,Roads Infrastructure Development at Rajasthan Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Rajasthan,26.7936,74.2263,2023-12-01,414.29,532.78,2025-10-31,2030-08-31,324.37,7,4,3,Delayed
PRJ_0343,Roads Infrastructure Development at Rajasthan Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Rajasthan,26.6083,74.7551,2022-06-01,303.64,316.39,2024-12-30,2025-03-31,285.72,23,20,1,Ongoing
PRJ_0344,Railways Infrastructure Development at Bihar Section Pkg-3,Ministry of Railways,Railways,RVNL,Bihar,25.2624,85.4629,2019-05-01,560.19,593.24,2022-07-31,2022-07-31,158.62,10,2,1,Ongoing
PRJ_0345,Roads Infrastructure Development at Himachal Pradesh Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Himachal Pradesh,30.7043,77.2847,2021-12-01,296.31,308.76,2026-05-02,2026-12-31,263.04,12,9,0,Delayed
PRJ_0346,Roads Infrastructure Development at Gujarat Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Gujarat,22.0548,71.1082,2023-11-01,418.48,440.66,2028-01-31,2028-07-31,109.78,12,2,1,Delayed
PRJ_0347,Roads Infrastructure Development at Madhya Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Madhya Pradesh,23.5406,78.8121,2022-03-01,150.0,221.85,2024-05-30,2026-02-28,221.85,9,8,1,Delayed
PRJ_0348,Power Infrastructure Development at Madhya Pradesh Section Pkg-7,Ministry of Power,Power Transmission & Generation,NHPC,Madhya Pradesh,23.5079,79.254,2023-08-01,737.93,782.94,2025-07-01,2025-09-30,730.62,24,22,2,Ongoing
PRJ_0349,Roads Infrastructure Development at Manipur Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Manipur,24.0754,94.115,2018-03-01,1372.24,1399.68,2020-03-30,2023-05-30,1188.18,16,13,1,Delayed
PRJ_0350,Roads Infrastructure Development at Uttar Pradesh Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Uttar Pradesh,,80.7168,2018-07-01,1076.71,1146.7,2020-08-30,2021-02-28,424.47,7,2,0,Delayed
PRJ_0351,Roads Infrastructure Development at Maharashtra Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Maharashtra,20.2315,76.0615,2017-05-01,1084.73,1125.95,2022-05-01,2022-05-31,932.11,16,13,1,Ongoing
PRJ_0352,Coal Infrastructure Development at Gujarat Section Pkg-2,Ministry of Coal,Coal Mining,ECL,Gujarat,21.7895,71.4134,2022-03-01,2979.85,2941.11,2026-06-30,2026-11-29,1184.86,18,7,1,Delayed
PRJ_0353,Power Infrastructure Development at Telangana Section Pkg-3,Ministry of Power,Power Transmission & Generation,PGCIL,Telangana,17.5614,79.3347,2020-11-01,825.5,965.83,2023-01-31,2024-10-31,318.05,13,4,7,Delayed
PRJ_0354,Railways Infrastructure Development at Gujarat Section Pkg-4,Ministry of Railways,Railways,Dedicated Freight Corridor Corp,Gujarat,21.9164,71.4704,2023-08-01,150.0,153.6,2026-07-31,2027-08-30,137.71,17,14,2,Delayed
PRJ_0355,Power Infrastructure Development at Karnataka Section Pkg-5,Ministry of Power,Power Transmission & Generation,PGCIL,Karnataka,14.8249,75.4744,2020-10-01,517.01,542.34,2024-08-01,2024-09-30,470.43,11,9,2,Ongoing
PRJ_0356,Roads Infrastructure Development at Himachal Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Himachal Pradesh,31.2582,77.118,2021-11-01,247.55,270.82,2026-06-02,2026-08-01,239.93,19,16,1,Delayed
PRJ_0357,Railways Infrastructure Development at Assam Section Pkg-7,Ministry of Railways,Railways,RVNL,Assam,26.4906,92.6608,2016-12-01,150.0,163.2,2021-03-02,2023-04-01,119.47,18,12,6,Delayed
PRJ_0358,Roads Infrastructure Development at Bihar Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Bihar,,85.8611,2020-06-01,660.59,634.83,2025-05-01,2026-05-01,119.58,7,1,1,Delayed
PRJ_0359,Petroleum Infrastructure Development at Uttar Pradesh Section Pkg-9,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,IOCL,Uttar Pradesh,27.0231,81.2531,2018-12-01,538.44,709.66,2021-09-30,2023-03-31,161.3,6,1,1,Delayed
PRJ_0360,Roads Infrastructure Development at Uttar Pradesh Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttar Pradesh,26.635,,2023-08-01,746.45,1016.66,2028-01-30,2029-07-30,291.28,21,5,12,Delayed
PRJ_0361,Coal Infrastructure Development at Bihar Section Pkg-2,Ministry of Coal,Coal Mining,ECL,Bihar,25.3653,,2020-01-01,6029.83,6005.71,2024-01-31,2024-07-01,5458.16,7,6,2,Delayed
PRJ_0362,Educational Infrastructure Development at Andhra Pradesh Section Pkg-3,Department of Higher Education,Educational Infrastructure,NIT,Andhra Pradesh,16.1615,79.571,2018-01-01,3568.49,3978.87,2021-01-31,2021-03-02,3894.48,22,21,0,Delayed
PRJ_0363,Healthcare Infrastructure Development at Andhra Pradesh Section Pkg-4,Ministry of Health & Family Welfare,Healthcare Infrastructure,HSCC,Andhra Pradesh,15.865,79.6611,2016-09-01,436.28,502.59,2018-11-01,2018-12-31,444.14,10,8,1,Delayed
PRJ_0364,Roads Infrastructure Development at Telangana Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Telangana,18.3287,79.1837,2020-02-01,18447.62,20366.17,2022-05-02,2022-08-01,18061.97,10,9,0,Delayed
PRJ_0365,Roads Infrastructure Development at Punjab Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Punjab,31.5522,75.0768,2016-09-01,2086.75,2364.29,2021-03-02,2022-01-30,1795.52,22,17,0,Delayed
PRJ_0366,Roads Infrastructure Development at Assam Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Assam,,92.9813,2020-10-01,2340.89,2387.71,2024-04-01,2026-06-01,1981.91,18,14,4,Delayed
PRJ_0367,Roads Infrastructure Development at Nagaland Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Nagaland,26.1555,94.5944,2017-09-01,1175.7,1359.11,2020-08-01,2020-10-31,1358.34,17,16,2,Delayed
PRJ_0368,Railways Infrastructure Development at West Bengal Section Pkg-9,Ministry of Railways,Railways,IRCON,West Bengal,23.1808,87.337,2018-04-01,4075.12,4054.74,2021-08-30,2021-10-29,2597.67,12,7,1,Ongoing
PRJ_0369,Railways Infrastructure Development at Andhra Pradesh Section Pkg-1,Ministry of Railways,Railways,RVNL,Andhra Pradesh,15.8351,,2018-02-01,421.97,456.15,2022-01-01,2022-06-02,266.41,6,3,1,Delayed
PRJ_0370,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Jammu & Kashmir,33.6713,76.9139,2022-03-01,1776.29,2049.84,2023-08-30,2023-10-29,1797.93,21,18,0,Delayed
PRJ_0371,Roads Infrastructure Development at Arunachal Pradesh Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Arunachal Pradesh,28.2439,94.1561,2023-08-01,1045.05,992.8,2027-08-31,2028-09-29,208.05,21,4,2,Delayed
PRJ_0372,Petroleum Infrastructure Development at Punjab Section Pkg-4,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,ONGC,Punjab,31.5189,74.8858,2023-06-01,1557.38,1618.12,2025-05-31,2025-06-30,1081.32,19,12,2,Ongoing
PRJ_0373,Roads Infrastructure Development at Gujarat Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Gujarat,21.7279,71.3347,2017-10-01,1063.61,1502.88,2019-09-01,2020-10-31,1379.64,24,20,4,Delayed
PRJ_0374,Power Infrastructure Development at Andhra Pradesh Section Pkg-6,Ministry of Power,Power Transmission & Generation,SJVN,Andhra Pradesh,16.3873,80.0185,2016-12-01,638.22,691.19,2019-06-02,2019-09-01,517.4,18,13,1,Delayed
PRJ_0375,Railways Infrastructure Development at Jharkhand Section Pkg-7,Ministry of Railways,Railways,RVNL,Jharkhand,23.503,85.6608,2017-02-01,718.95,910.91,2020-04-02,2021-07-02,402.01,21,9,11,Delayed
PRJ_0376,Water Infrastructure Development at Rajasthan Section Pkg-8,"Department of Water Resources, River Development & GR",Water & Sanitation,Water Resources Dept,Rajasthan,26.9499,74.6499,2020-02-01,1385.77,1457.83,2022-08-02,2022-08-02,1346.51,12,10,1,Ongoing
PRJ_0377,Roads Infrastructure Development at Kerala Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Kerala,10.721,76.0678,2022-07-01,625.72,661.39,2025-11-29,2026-03-30,310.43,15,6,1,Delayed
PRJ_0378,Railways Infrastructure Development at Maharashtra Section Pkg-1,Ministry of Railways,Railways,Central Railway,Maharashtra,19.8455,75.1461,2016-08-01,263.69,326.45,2020-08-01,2021-12-31,257.27,18,14,3,Delayed
PRJ_0379,Roads Infrastructure Development at Nagaland Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Nagaland,26.4414,94.7372,2022-03-01,2219.34,2527.83,2023-12-30,2024-08-29,986.06,13,4,0,Delayed
PRJ_0380,Roads Infrastructure Development at Rajasthan Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Rajasthan,27.4215,73.7776,2017-11-01,443.86,577.46,2020-07-02,2023-08-02,463.12,19,14,4,Delayed
PRJ_0381,Roads Infrastructure Development at Telangana Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Telangana,18.0806,78.661,2018-11-01,402.3,549.54,2021-07-02,2023-06-02,471.28,17,14,1,Delayed
PRJ_0382,Telecommunications Infrastructure Development at West Bengal Section Pkg-5,Department of Telecommunications,Telecommunications,RailTel,West Bengal,22.8431,88.0846,2023-08-01,2951.32,3022.15,2027-09-30,2027-11-29,3005.78,22,20,0,Ongoing
PRJ_0383,Roads Infrastructure Development at Gujarat Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Gujarat,21.7115,71.4741,2019-05-01,2459.83,3313.39,2022-01-29,2023-06-30,1347.85,20,7,9,Delayed
PRJ_0384,Coal Infrastructure Development at Andhra Pradesh Section Pkg-7,Ministry of Coal,Coal Mining,MCL,Andhra Pradesh,15.8248,79.8958,2019-08-01,190.96,192.68,2022-09-30,2022-10-30,119.11,23,14,0,Ongoing
PRJ_0385,Roads Infrastructure Development at Odisha Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Odisha,21.1881,85.1732,2018-07-01,315.6,376.83,2021-07-31,2022-09-30,316.49,23,19,4,Delayed
PRJ_0386,Roads Infrastructure Development at Maharashtra Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Maharashtra,19.5118,,2018-09-01,246.93,274.59,2022-03-02,2022-04-01,116.13,13,5,1,Delayed
PRJ_0387,Steel Infrastructure Development at Telangana Section Pkg-1,Ministry of Steel,Steel & Heavy Industry,SAIL,Telangana,18.1211,78.487,2020-12-01,1433.54,1427.81,2025-03-02,2025-08-31,1343.8,18,16,2,Delayed
PRJ_0388,Roads Infrastructure Development at Chhattisgarh Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Chhattisgarh,20.7672,81.9141,2022-07-01,906.98,926.93,2027-03-31,2027-05-30,262.48,15,4,1,Ongoing
PRJ_0389,Water Infrastructure Development at Manipur Section Pkg-3,"Department of Water Resources, River Development & GR",Water & Sanitation,CPWD,Manipur,24.583,,2017-02-01,1066.48,1056.88,2018-11-02,2019-02-01,884.93,18,14,2,Ongoing
PRJ_0390,Water Infrastructure Development at Rajasthan Section Pkg-4,"Department of Water Resources, River Development & GR",Water & Sanitation,National Mission for Clean Ganga,Rajasthan,,73.634,2018-08-01,419.79,455.47,2021-03-01,2021-04-30,217.97,16,7,1,Delayed
PRJ_0391,Water Infrastructure Development at Punjab Section Pkg-5,"Department of Water Resources, River Development & GR",Water & Sanitation,National Mission for Clean Ganga,Punjab,31.531,75.5752,2022-06-01,513.15,724.57,2027-05-01,2028-02-29,497.16,12,8,1,Delayed
PRJ_0392,Roads Infrastructure Development at Nagaland Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Nagaland,25.5958,94.366,2020-06-01,357.99,404.53,2024-04-01,2024-07-01,340.35,18,15,0,Delayed
